json_path,file_name,width,height,image_id,drug_N,drug_S,item_seq,dl_idx,dl_mapping_code,dl_name,dl_company,dl_material,di_class_no,di_etc_otc_code,back_color,drug_dir,light_color,camera_la,camera_lo,size,drug_shape,dl_custom_shape,form_code_name,color_class1,color_class2,print_front,print_back,line_front,line_back,label_cids,label_names,n_ann_total,n_ann_bbox_exists,n_ann_bbox_valid,bboxes,label_cid,label_name,is_multilabel
data\train_annotations\K-003483-020238-027733-028763_json\K-028763\K-003483-020238-027733-028763_0_2_0_2_90_000_200.json,K-003483-020238-027733-028763_0_2_0_2_90_000_200.png,976,1280,836,K-028763,정상알약,201106367,28763,K-028763,트라젠타정(리나글립틴),한국베링거인겔하임(주),리나글립틴,[03960]당뇨병용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",필름코팅정,분홍,,마크,D5,,,[28763],['트라젠타정(리나글립틴)'],1,1,1,"[[120, 180, 212, 204]]",28763,트라젠타정(리나글립틴),False
data\train_annotations\K-003483-020877-025367-035206_json\K-003483\K-003483-020877-025367-035206_0_2_0_2_70_000_200.json,K-003483-020877-025367-035206_0_2_0_2_70_000_200.png,976,1280,1320,K-003483,정상알약,199102014,3483,K-003483,기넥신에프정(은행엽엑스)(수출용),에스케이케미칼(주),은행엽건조엑스,[02190]기타의 순환계용약,일반의약품,연회색 배경,앞면,주백색,70,0,200,장방형,"정제, 저작정",필름코팅정,초록,,SK,G40,,,[3483],['기넥신에프정(은행엽엑스)(수출용)'],1,1,1,"[[141, 291, 213, 258]]",3483,기넥신에프정(은행엽엑스)(수출용),False
data\train_annotations\K-003483-020877-025367-035206_json\K-003483\K-003483-020877-025367-035206_0_2_0_2_75_000_200.json,K-003483-020877-025367-035206_0_2_0_2_75_000_200.png,976,1280,1319,K-003483,정상알약,199102014,3483,K-003483,기넥신에프정(은행엽엑스)(수출용),에스케이케미칼(주),은행엽건조엑스,[02190]기타의 순환계용약,일반의약품,연회색 배경,앞면,주백색,75,0,200,장방형,"정제, 저작정",필름코팅정,초록,,SK,G40,,,[3483],['기넥신에프정(은행엽엑스)(수출용)'],1,1,1,"[[624, 717, 212, 272]]",3483,기넥신에프정(은행엽엑스)(수출용),False
data\train_annotations\K-003483-020877-025367-035206_json\K-003483\K-003483-020877-025367-035206_0_2_0_2_90_000_200.json,K-003483-020877-025367-035206_0_2_0_2_90_000_200.png,976,1280,1318,K-003483,정상알약,199102014,3483,K-003483,기넥신에프정(은행엽엑스)(수출용),에스케이케미칼(주),은행엽건조엑스,[02190]기타의 순환계용약,일반의약품,연회색 배경,앞면,주백색,90,0,200,장방형,"정제, 저작정",필름코팅정,초록,,SK,G40,,,[3483],['기넥신에프정(은행엽엑스)(수출용)'],1,1,1,"[[651, 750, 211, 268]]",3483,기넥신에프정(은행엽엑스)(수출용),False
data\train_annotations\K-003483-020877-025367-035206_json\K-020877\K-003483-020877-025367-035206_0_2_0_2_70_000_200.json,K-003483-020877-025367-035206_0_2_0_2_70_000_200.png,976,1280,1320,K-020877,정상알약,200703803,20877,K-020877,엑스포지정 5/160mg,한국노바티스(주),발사르탄|암로디핀베실산염,[02140]혈압강하제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,NVR,ECE,,,[20877],['엑스포지정 5/160mg'],1,1,1,"[[543, 294, 330, 238]]",20877,엑스포지정 5/160mg,False
data\train_annotations\K-003483-020877-025367-035206_json\K-020877\K-003483-020877-025367-035206_0_2_0_2_75_000_200.json,K-003483-020877-025367-035206_0_2_0_2_75_000_200.png,976,1280,1319,K-020877,정상알약,200703803,20877,K-020877,엑스포지정 5/160mg,한국노바티스(주),발사르탄|암로디핀베실산염,[02140]혈압강하제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,NVR,ECE,,,[20877],['엑스포지정 5/160mg'],1,1,1,"[[86, 723, 331, 244]]",20877,엑스포지정 5/160mg,False
data\train_annotations\K-003483-020877-025367-035206_json\K-020877\K-003483-020877-025367-035206_0_2_0_2_90_000_200.json,K-003483-020877-025367-035206_0_2_0_2_90_000_200.png,976,1280,1318,K-020877,정상알약,200703803,20877,K-020877,엑스포지정 5/160mg,한국노바티스(주),발사르탄|암로디핀베실산염,[02140]혈압강하제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,NVR,ECE,,,[20877],['엑스포지정 5/160mg'],1,1,1,"[[117, 766, 332, 232]]",20877,엑스포지정 5/160mg,False
data\train_annotations\K-003483-020877-025367-035206_json\K-025367\K-003483-020877-025367-035206_0_2_0_2_70_000_200.json,K-003483-020877-025367-035206_0_2_0_2_70_000_200.png,976,1280,1320,K-025367,정상알약,200901817,25367,K-025367,자누메트정 50/850mg,한국엠에스디(주),시타글립틴인산염수화물|메트포르민염산염,[03960]당뇨병용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,분홍,,515,,,,[25367],['자누메트정 50/850mg'],1,1,1,"[[480, 674, 443, 446]]",25367,자누메트정 50/850mg,False
data\train_annotations\K-003483-020877-025367-035206_json\K-025367\K-003483-020877-025367-035206_0_2_0_2_75_000_200.json,K-003483-020877-025367-035206_0_2_0_2_75_000_200.png,976,1280,1319,K-025367,정상알약,200901817,25367,K-025367,자누메트정 50/850mg,한국엠에스디(주),시타글립틴인산염수화물|메트포르민염산염,[03960]당뇨병용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,분홍,,515,,,,[25367],['자누메트정 50/850mg'],1,1,1,"[[70, 128, 428, 428]]",25367,자누메트정 50/850mg,False
data\train_annotations\K-003483-020877-025367-035206_json\K-025367\K-003483-020877-025367-035206_0_2_0_2_90_000_200.json,K-003483-020877-025367-035206_0_2_0_2_90_000_200.png,976,1280,1318,K-025367,정상알약,200901817,25367,K-025367,자누메트정 50/850mg,한국엠에스디(주),시타글립틴인산염수화물|메트포르민염산염,[03960]당뇨병용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,분홍,,515,,,,[25367],['자누메트정 50/850mg'],1,1,1,"[[85, 148, 435, 427]]",25367,자누메트정 50/850mg,False
data\train_annotations\K-003483-020877-025367-035206_json\K-035206\K-003483-020877-025367-035206_0_2_0_2_70_000_200.json,K-003483-020877-025367-035206_0_2_0_2_70_000_200.png,976,1280,1320,K-035206,정상알약,201500365,35206,K-035206,아토젯정 10/40mg,한국엠에스디(주),에제티미브|아토르바스타틴칼슘삼수화물,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,하양,,337,,,,[35206],['아토젯정 10/40mg'],1,1,1,"[[98, 671, 233, 408]]",35206,아토젯정 10/40mg,False
data\train_annotations\K-003483-020877-025367-035206_json\K-035206\K-003483-020877-025367-035206_0_2_0_2_75_000_200.json,K-003483-020877-025367-035206_0_2_0_2_75_000_200.png,976,1280,1319,K-035206,정상알약,201500365,35206,K-035206,아토젯정 10/40mg,한국엠에스디(주),에제티미브|아토르바스타틴칼슘삼수화물,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,하양,,337,,,,[35206],['아토젯정 10/40mg'],1,1,1,"[[632, 161, 213, 396]]",35206,아토젯정 10/40mg,False
data\train_annotations\K-003483-020877-025367-035206_json\K-035206\K-003483-020877-025367-035206_0_2_0_2_90_000_200.json,K-003483-020877-025367-035206_0_2_0_2_90_000_200.png,976,1280,1318,K-035206,정상알약,201500365,35206,K-035206,아토젯정 10/40mg,한국엠에스디(주),에제티미브|아토르바스타틴칼슘삼수화물,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,하양,,337,,,,[35206],['아토젯정 10/40mg'],1,1,1,"[[659, 175, 227, 403]]",35206,아토젯정 10/40mg,False
data\train_annotations\K-003483-020877-031885-036637_json\K-003483\K-003483-020877-031885-036637_0_2_0_2_70_000_200.json,K-003483-020877-031885-036637_0_2_0_2_70_000_200.png,976,1280,445,K-003483,정상알약,199102014,3483,K-003483,기넥신에프정(은행엽엑스)(수출용),에스케이케미칼(주),은행엽건조엑스,[02190]기타의 순환계용약,일반의약품,연회색 배경,앞면,주백색,70,0,200,장방형,"정제, 저작정",필름코팅정,초록,,SK,G40,,,[3483],['기넥신에프정(은행엽엑스)(수출용)'],1,1,1,"[[143, 292, 212, 255]]",3483,기넥신에프정(은행엽엑스)(수출용),False
data\train_annotations\K-003483-020877-031885-036637_json\K-003483\K-003483-020877-031885-036637_0_2_0_2_75_000_200.json,K-003483-020877-031885-036637_0_2_0_2_75_000_200.png,976,1280,446,K-003483,정상알약,199102014,3483,K-003483,기넥신에프정(은행엽엑스)(수출용),에스케이케미칼(주),은행엽건조엑스,[02190]기타의 순환계용약,일반의약품,연회색 배경,앞면,주백색,75,0,200,장방형,"정제, 저작정",필름코팅정,초록,,SK,G40,,,[3483],['기넥신에프정(은행엽엑스)(수출용)'],1,1,1,"[[625, 720, 209, 270]]",3483,기넥신에프정(은행엽엑스)(수출용),False
data\train_annotations\K-003483-020877-031885-036637_json\K-003483\K-003483-020877-031885-036637_0_2_0_2_90_000_200.json,K-003483-020877-031885-036637_0_2_0_2_90_000_200.png,976,1280,447,K-003483,정상알약,199102014,3483,K-003483,기넥신에프정(은행엽엑스)(수출용),에스케이케미칼(주),은행엽건조엑스,[02190]기타의 순환계용약,일반의약품,연회색 배경,앞면,주백색,90,0,200,장방형,"정제, 저작정",필름코팅정,초록,,SK,G40,,,[3483],['기넥신에프정(은행엽엑스)(수출용)'],1,1,1,"[[649, 749, 210, 271]]",3483,기넥신에프정(은행엽엑스)(수출용),False
data\train_annotations\K-003483-020877-031885-036637_json\K-020877\K-003483-020877-031885-036637_0_2_0_2_70_000_200.json,K-003483-020877-031885-036637_0_2_0_2_70_000_200.png,976,1280,445,K-020877,정상알약,200703803,20877,K-020877,엑스포지정 5/160mg,한국노바티스(주),발사르탄|암로디핀베실산염,[02140]혈압강하제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,NVR,ECE,,,[20877],['엑스포지정 5/160mg'],1,1,1,"[[544, 294, 327, 233]]",20877,엑스포지정 5/160mg,False
data\train_annotations\K-003483-020877-031885-036637_json\K-020877\K-003483-020877-031885-036637_0_2_0_2_75_000_200.json,K-003483-020877-031885-036637_0_2_0_2_75_000_200.png,976,1280,446,K-020877,정상알약,200703803,20877,K-020877,엑스포지정 5/160mg,한국노바티스(주),발사르탄|암로디핀베실산염,[02140]혈압강하제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,NVR,ECE,,,[20877],['엑스포지정 5/160mg'],1,1,1,"[[84, 725, 331, 243]]",20877,엑스포지정 5/160mg,False
data\train_annotations\K-003483-020877-031885-036637_json\K-020877\K-003483-020877-031885-036637_0_2_0_2_90_000_200.json,K-003483-020877-031885-036637_0_2_0_2_90_000_200.png,976,1280,447,K-020877,정상알약,200703803,20877,K-020877,엑스포지정 5/160mg,한국노바티스(주),발사르탄|암로디핀베실산염,[02140]혈압강하제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,NVR,ECE,,,[20877],['엑스포지정 5/160mg'],1,1,1,"[[115, 769, 331, 229]]",20877,엑스포지정 5/160mg,False
data\train_annotations\K-003483-020877-031885-036637_json\K-031885\K-003483-020877-031885-036637_0_2_0_2_70_000_200.json,K-003483-020877-031885-036637_0_2_0_2_70_000_200.png,976,1280,445,K-031885,정상알약,201309418,31885,K-031885,자누메트엑스알서방정 100/1000mg,한국엠에스디(주),메트포르민염산염|시타글립틴인산염수화물,[03960]당뇨병용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,서방형정제,필름코팅정,파랑,,81,,,,[31885],['자누메트엑스알서방정 100/1000mg'],1,1,1,"[[487, 625, 386, 530]]",31885,자누메트엑스알서방정 100/1000mg,False
data\train_annotations\K-003483-020877-031885-036637_json\K-031885\K-003483-020877-031885-036637_0_2_0_2_75_000_200.json,K-003483-020877-031885-036637_0_2_0_2_75_000_200.png,976,1280,446,K-031885,정상알약,201309418,31885,K-031885,자누메트엑스알서방정 100/1000mg,한국엠에스디(주),메트포르민염산염|시타글립틴인산염수화물,[03960]당뇨병용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,서방형정제,필름코팅정,파랑,,81,,,,[31885],['자누메트엑스알서방정 100/1000mg'],1,1,1,"[[107, 74, 381, 516]]",31885,자누메트엑스알서방정 100/1000mg,False
data\train_annotations\K-003483-020877-031885-036637_json\K-031885\K-003483-020877-031885-036637_0_2_0_2_90_000_200.json,K-003483-020877-031885-036637_0_2_0_2_90_000_200.png,976,1280,447,K-031885,정상알약,201309418,31885,K-031885,자누메트엑스알서방정 100/1000mg,한국엠에스디(주),메트포르민염산염|시타글립틴인산염수화물,[03960]당뇨병용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,서방형정제,필름코팅정,파랑,,81,,,,[31885],['자누메트엑스알서방정 100/1000mg'],1,1,1,"[[123, 105, 400, 507]]",31885,자누메트엑스알서방정 100/1000mg,False
data\train_annotations\K-003483-020877-031885-036637_json\K-036637\K-003483-020877-031885-036637_0_2_0_2_70_000_200.json,K-003483-020877-031885-036637_0_2_0_2_70_000_200.png,976,1280,445,K-036637,정상알약,201503658,36637,K-036637,로수젯정10/5밀리그램,한미약품(주),로수바스타틴칼슘|에제티미브,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,R5,분할선,,-,[36637],['로수젯정10/5밀리그램'],1,1,1,"[[167, 798, 190, 255]]",36637,로수젯정10/5밀리그램,False
data\train_annotations\K-003483-020877-031885-036637_json\K-036637\K-003483-020877-031885-036637_0_2_0_2_75_000_200.json,K-003483-020877-031885-036637_0_2_0_2_75_000_200.png,976,1280,446,K-036637,정상알약,201503658,36637,K-036637,로수젯정10/5밀리그램,한미약품(주),로수바스타틴칼슘|에제티미브,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,R5,분할선,,-,[36637],['로수젯정10/5밀리그램'],1,1,1,"[[605, 205, 179, 245]]",36637,로수젯정10/5밀리그램,False
data\train_annotations\K-003483-020877-031885-036637_json\K-036637\K-003483-020877-031885-036637_0_2_0_2_90_000_200.json,K-003483-020877-031885-036637_0_2_0_2_90_000_200.png,976,1280,447,K-036637,정상알약,201503658,36637,K-036637,로수젯정10/5밀리그램,한미약품(주),로수바스타틴칼슘|에제티미브,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,R5,분할선,,-,[36637],['로수젯정10/5밀리그램'],1,1,1,"[[632, 210, 183, 251]]",36637,로수젯정10/5밀리그램,False
data\train_annotations\K-003483-022347-027777-035206_json\K-003483\K-003483-022347-027777-035206_0_2_0_2_70_000_200.json,K-003483-022347-027777-035206_0_2_0_2_70_000_200.png,976,1280,1468,K-003483,정상알약,199102014,3483,K-003483,기넥신에프정(은행엽엑스)(수출용),에스케이케미칼(주),은행엽건조엑스,[02190]기타의 순환계용약,일반의약품,연회색 배경,앞면,주백색,70,0,200,장방형,"정제, 저작정",필름코팅정,초록,,SK,G40,,,[3483],['기넥신에프정(은행엽엑스)(수출용)'],1,1,1,"[[172, 274, 264, 221]]",3483,기넥신에프정(은행엽엑스)(수출용),False
data\train_annotations\K-003483-022347-027777-035206_json\K-003483\K-003483-022347-027777-035206_0_2_0_2_75_000_200.json,K-003483-022347-027777-035206_0_2_0_2_75_000_200.png,976,1280,1469,K-003483,정상알약,199102014,3483,K-003483,기넥신에프정(은행엽엑스)(수출용),에스케이케미칼(주),은행엽건조엑스,[02190]기타의 순환계용약,일반의약품,연회색 배경,앞면,주백색,75,0,200,장방형,"정제, 저작정",필름코팅정,초록,,SK,G40,,,[3483],['기넥신에프정(은행엽엑스)(수출용)'],1,1,1,"[[538, 777, 266, 227]]",3483,기넥신에프정(은행엽엑스)(수출용),False
data\train_annotations\K-003483-022347-027777-035206_json\K-003483\K-003483-022347-027777-035206_0_2_0_2_90_000_200.json,K-003483-022347-027777-035206_0_2_0_2_90_000_200.png,976,1280,1470,K-003483,정상알약,199102014,3483,K-003483,기넥신에프정(은행엽엑스)(수출용),에스케이케미칼(주),은행엽건조엑스,[02190]기타의 순환계용약,일반의약품,연회색 배경,앞면,주백색,90,0,200,장방형,"정제, 저작정",필름코팅정,초록,,SK,G40,,,[3483],['기넥신에프정(은행엽엑스)(수출용)'],1,1,1,"[[567, 813, 263, 221]]",3483,기넥신에프정(은행엽엑스)(수출용),False
data\train_annotations\K-003483-022347-027777-035206_json\K-022347\K-003483-022347-027777-035206_0_2_0_2_70_000_200.json,K-003483-022347-027777-035206_0_2_0_2_70_000_200.png,976,1280,1468,K-022347,정상알약,200710758,22347,K-022347,자누비아정 50mg,한국엠에스디(주),시타글립틴인산염수화물,[03960]당뇨병용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",필름코팅정,주황,,112,,,,[22347],['자누비아정 50mg'],1,1,1,"[[676, 874, 215, 206]]",22347,자누비아정 50mg,False
data\train_annotations\K-003483-022347-027777-035206_json\K-022347\K-003483-022347-027777-035206_0_2_0_2_75_000_200.json,K-003483-022347-027777-035206_0_2_0_2_75_000_200.png,976,1280,1469,K-022347,정상알약,200710758,22347,K-022347,자누비아정 50mg,한국엠에스디(주),시타글립틴인산염수화물,[03960]당뇨병용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",필름코팅정,주황,,112,,,,[22347],['자누비아정 50mg'],1,1,1,"[[95, 193, 200, 193]]",22347,자누비아정 50mg,False
data\train_annotations\K-003483-022347-027777-035206_json\K-022347\K-003483-022347-027777-035206_0_2_0_2_90_000_200.json,K-003483-022347-027777-035206_0_2_0_2_90_000_200.png,976,1280,1470,K-022347,정상알약,200710758,22347,K-022347,자누비아정 50mg,한국엠에스디(주),시타글립틴인산염수화물,[03960]당뇨병용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",필름코팅정,주황,,112,,,,[22347],['자누비아정 50mg'],1,1,1,"[[112, 200, 205, 196]]",22347,자누비아정 50mg,False
data\train_annotations\K-003483-022347-027777-035206_json\K-027777\K-003483-022347-027777-035206_0_2_0_2_70_000_200.json,K-003483-022347-027777-035206_0_2_0_2_70_000_200.png,976,1280,1468,K-027777,정상알약,201005501,27777,K-027777,카나브정 60mg,보령제약(주),피마사르탄칼륨삼수화물,[02140]혈압강하제,전문의약품,연회색 배경,앞면,주백색,70,0,200,육각형,"정제, 저작정",필름코팅정,노랑,,B분할선R,FMS6,-,,[27777],['카나브정 60mg'],1,1,1,"[[639, 293, 176, 196]]",27777,카나브정 60mg,False
data\train_annotations\K-003483-022347-027777-035206_json\K-027777\K-003483-022347-027777-035206_0_2_0_2_75_000_200.json,K-003483-022347-027777-035206_0_2_0_2_75_000_200.png,976,1280,1469,K-027777,정상알약,201005501,27777,K-027777,카나브정 60mg,보령제약(주),피마사르탄칼륨삼수화물,[02140]혈압강하제,전문의약품,연회색 배경,앞면,주백색,75,0,200,육각형,"정제, 저작정",필름코팅정,노랑,,B분할선R,FMS6,-,,[27777],['카나브정 60mg'],1,1,1,"[[145, 775, 180, 205]]",27777,카나브정 60mg,False
data\train_annotations\K-003483-022347-027777-035206_json\K-027777\K-003483-022347-027777-035206_0_2_0_2_90_000_200.json,K-003483-022347-027777-035206_0_2_0_2_90_000_200.png,976,1280,1470,K-027777,정상알약,201005501,27777,K-027777,카나브정 60mg,보령제약(주),피마사르탄칼륨삼수화물,[02140]혈압강하제,전문의약품,연회색 배경,앞면,주백색,90,0,200,육각형,"정제, 저작정",필름코팅정,노랑,,B분할선R,FMS6,-,,[27777],['카나브정 60mg'],1,1,1,"[[178, 813, 175, 198]]",27777,카나브정 60mg,False
data\train_annotations\K-003483-022347-027777-035206_json\K-035206\K-003483-022347-027777-035206_0_2_0_2_70_000_200.json,K-003483-022347-027777-035206_0_2_0_2_70_000_200.png,976,1280,1468,K-035206,정상알약,201500365,35206,K-035206,아토젯정 10/40mg,한국엠에스디(주),에제티미브|아토르바스타틴칼슘삼수화물,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,하양,,337,,,,[35206],['아토젯정 10/40mg'],1,1,1,"[[139, 707, 241, 413]]",35206,아토젯정 10/40mg,False
data\train_annotations\K-003483-022347-027777-035206_json\K-035206\K-003483-022347-027777-035206_0_2_0_2_75_000_200.json,K-003483-022347-027777-035206_0_2_0_2_75_000_200.png,976,1280,1469,K-035206,정상알약,201500365,35206,K-035206,아토젯정 10/40mg,한국엠에스디(주),에제티미브|아토르바스타틴칼슘삼수화물,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,하양,,337,,,,[35206],['아토젯정 10/40mg'],1,1,1,"[[585, 137, 220, 389]]",35206,아토젯정 10/40mg,False
data\train_annotations\K-003483-022347-027777-035206_json\K-035206\K-003483-022347-027777-035206_0_2_0_2_90_000_200.json,K-003483-022347-027777-035206_0_2_0_2_90_000_200.png,976,1280,1470,K-035206,정상알약,201500365,35206,K-035206,아토젯정 10/40mg,한국엠에스디(주),에제티미브|아토르바스타틴칼슘삼수화물,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,하양,,337,,,,[35206],['아토젯정 10/40mg'],1,1,1,"[[616, 140, 221, 405]]",35206,아토젯정 10/40mg,False
data\train_annotations\K-003483-025367-025469-035206_json\K-003483\K-003483-025367-025469-035206_0_2_0_2_70_000_200.json,K-003483-025367-025469-035206_0_2_0_2_70_000_200.png,976,1280,847,K-003483,정상알약,199102014,3483,K-003483,기넥신에프정(은행엽엑스)(수출용),에스케이케미칼(주),은행엽건조엑스,[02190]기타의 순환계용약,일반의약품,연회색 배경,앞면,주백색,70,0,200,장방형,"정제, 저작정",필름코팅정,초록,,SK,G40,,,[3483],['기넥신에프정(은행엽엑스)(수출용)'],1,1,1,"[[125, 271, 272, 191]]",3483,기넥신에프정(은행엽엑스)(수출용),False
data\train_annotations\K-003483-025367-025469-035206_json\K-003483\K-003483-025367-025469-035206_0_2_0_2_75_000_200.json,K-003483-025367-025469-035206_0_2_0_2_75_000_200.png,976,1280,848,K-003483,정상알약,199102014,3483,K-003483,기넥신에프정(은행엽엑스)(수출용),에스케이케미칼(주),은행엽건조엑스,[02190]기타의 순환계용약,일반의약품,연회색 배경,앞면,주백색,75,0,200,장방형,"정제, 저작정",필름코팅정,초록,,SK,G40,,,[3483],['기넥신에프정(은행엽엑스)(수출용)'],1,1,1,"[[576, 811, 278, 192]]",3483,기넥신에프정(은행엽엑스)(수출용),False
data\train_annotations\K-003483-025367-025469-035206_json\K-003483\K-003483-025367-025469-035206_0_2_0_2_90_000_200.json,K-003483-025367-025469-035206_0_2_0_2_90_000_200.png,976,1280,849,K-003483,정상알약,199102014,3483,K-003483,기넥신에프정(은행엽엑스)(수출용),에스케이케미칼(주),은행엽건조엑스,[02190]기타의 순환계용약,일반의약품,연회색 배경,앞면,주백색,90,0,200,장방형,"정제, 저작정",필름코팅정,초록,,SK,G40,,,[3483],['기넥신에프정(은행엽엑스)(수출용)'],1,1,1,"[[604, 846, 277, 186]]",3483,기넥신에프정(은행엽엑스)(수출용),False
data\train_annotations\K-003483-025367-025469-035206_json\K-025367\K-003483-025367-025469-035206_0_2_0_2_70_000_200.json,K-003483-025367-025469-035206_0_2_0_2_70_000_200.png,976,1280,847,K-025367,정상알약,200901817,25367,K-025367,자누메트정 50/850mg,한국엠에스디(주),시타글립틴인산염수화물|메트포르민염산염,[03960]당뇨병용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,분홍,,515,,,,[25367],['자누메트정 50/850mg'],1,1,1,"[[495, 709, 473, 407]]",25367,자누메트정 50/850mg,False
data\train_annotations\K-003483-025367-025469-035206_json\K-025367\K-003483-025367-025469-035206_0_2_0_2_75_000_200.json,K-003483-025367-025469-035206_0_2_0_2_75_000_200.png,976,1280,848,K-025367,정상알약,200901817,25367,K-025367,자누메트정 50/850mg,한국엠에스디(주),시타글립틴인산염수화물|메트포르민염산염,[03960]당뇨병용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,분홍,,515,,,,[25367],['자누메트정 50/850mg'],1,1,1,"[[23, 129, 451, 395]]",25367,자누메트정 50/850mg,False
data\train_annotations\K-003483-025367-025469-035206_json\K-025367\K-003483-025367-025469-035206_0_2_0_2_90_000_200.json,K-003483-025367-025469-035206_0_2_0_2_90_000_200.png,976,1280,849,K-025367,정상알약,200901817,25367,K-025367,자누메트정 50/850mg,한국엠에스디(주),시타글립틴인산염수화물|메트포르민염산염,[03960]당뇨병용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,분홍,,515,,,,[25367],['자누메트정 50/850mg'],1,1,1,"[[38, 152, 465, 394]]",25367,자누메트정 50/850mg,False
data\train_annotations\K-003483-025367-025469-035206_json\K-025469\K-003483-025367-025469-035206_0_2_0_2_70_000_200.json,K-003483-025367-025469-035206_0_2_0_2_70_000_200.png,976,1280,847,K-025469,정상알약,200902349,25469,K-025469,아모잘탄정 5/100mg,한미약품(주),로사르탄칼륨|암로디핀캄실산염,[02140]혈압강하제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,분홍,,마크,Amosartan 5/100,,,[25469],['아모잘탄정 5/100mg'],1,1,1,"[[574, 191, 329, 285]]",25469,아모잘탄정 5/100mg,False
data\train_annotations\K-003483-025367-025469-035206_json\K-025469\K-003483-025367-025469-035206_0_2_0_2_75_000_200.json,K-003483-025367-025469-035206_0_2_0_2_75_000_200.png,976,1280,848,K-025469,정상알약,200902349,25469,K-025469,아모잘탄정 5/100mg,한미약품(주),로사르탄칼륨|암로디핀캄실산염,[02140]혈압강하제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,분홍,,마크,Amosartan 5/100,,,[25469],['아모잘탄정 5/100mg'],1,1,1,"[[51, 786, 352, 303]]",25469,아모잘탄정 5/100mg,False
data\train_annotations\K-003483-025367-025469-035206_json\K-025469\K-003483-025367-025469-035206_0_2_0_2_90_000_200.json,K-003483-025367-025469-035206_0_2_0_2_90_000_200.png,976,1280,849,K-025469,정상알약,200902349,25469,K-025469,아모잘탄정 5/100mg,한미약품(주),로사르탄칼륨|암로디핀캄실산염,[02140]혈압강하제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,분홍,,마크,Amosartan 5/100,,,[25469],['아모잘탄정 5/100mg'],1,1,1,"[[86, 828, 345, 303]]",25469,아모잘탄정 5/100mg,False
